truedoca,recodoca,ambig,theta,FitA0,FitA1,FitB0,FitB1,TrueA0,TrueA1,TrueB0,TrueB1
1.3505,1.49226,1,2.04897,-551.989,-1.42531,1148.32,2.61624,-561.627,-1.42555,1113.25,2.56645
0.623054,2.00045,1,0.567815,1268.72,2.58644,442.966,1.25654,1339.05,2.70363,507.279,1.39547
2.34817,1.85708,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
0.153039,0.32728,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
2.28905,2.25246,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
1.90012,0.810243,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
0.263216,0.924194,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
0.903715,0.302834,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
2.42802,0.560613,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
2.24467,0.333231,1,1.2397,755.335,0.742669,702.897,1.90819,753.976,0.743093,708.936,1.92412
1.4878,1.85603,1,1.96345,-572.43,-0.874931,577.824,1.89195,-582.786,-0.894611,582.374,1.91522
2.10784,1.30315,1,1.96345,-572.43,-0.874931,577.824,1.89195,-582.786,-0.894611,582.374,1.91522
0.727526,0.837,1,1.96345,-572.43,-0.874931,577.824,1.89195,-582.786,-0.894611,582.374,1.91522
1.54661,0.0743291,1,1.96345,-572.43,-0.874931,577.824,1.89195,-582.786,-0.894611,582.374,1.91522
1.55012,0.163432,1,1.96345,-572.43,-0.874931,577.824,1.89195,-582.786,-0.894611,582.374,1.91522
1.1338,0.77088,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.0877368,0.271881,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
1.75583,1.39744,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
