truedoca,recodoca,ambig,theta,FitA0,FitA1,FitB0,FitB1,TrueA0,TrueA1,TrueB0,TrueB1
1.95344,1.3497,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
1.27787,1.85786,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
1.13554,0.323382,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
1.57563,2.3574,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
1.41077,0.61865,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
1.26783,0.0948235,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
0.722317,2.08563,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
1.71525,0.979574,1,1.72425,731.89,-0.357407,2452.88,-2.00755,721.219,-0.345565,2439.53,-1.99591
0.153754,0.385753,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.73455,1.19695,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.72321,2.27158,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
0.142354,0.688924,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.43844,0.89378,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.427,1.96841,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.02993,0.928183,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
2.0198,1.89246,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
0.658643,0.769727,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.35735,1.50336,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
0.331229,0.194562,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.05303,0.721,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.39655,1.75693,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
2.19742,1.94662,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
0.252188,0.53127,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
1.38446,2.15903,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
2.11818,1.3004,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
0.613301,1.47785,1,1.69782,113.224,-0.536537,3456.52,-3.81128,84.6513,-0.505121,3465.81,-3.82471
0.715466,1.10104,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.261088,0.126395,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.23764,0.848235,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
2.18934,1.80882,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.69202,2.07567,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.236236,0.140441,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.21279,0.83419,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
2.15106,1.81227,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.6844,2.03882,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.679853,1.04378,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.324698,0.0487537,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
2.3338,1.94131,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.61812,1.5738,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.641565,0.59916,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.334981,0.37546,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.31154,1.3501,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.616717,0.585123,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
0.359839,0.389511,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
2.28808,2.32474,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
1.59327,1.55976,1,1.00076,-32.0409,3.46708,258.51,5.49085,-29.9662,3.52774,253.882,5.41216
2.00577,1.65405,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
2.12846,2.4897,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
0.136282,0.509599,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
1.97861,2.30622,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
0.0135688,0.326098,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
1.8559,1.47056,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
1.1667,0.673058,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
0.881002,1.38144,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
1.17202,0.69741,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
0.875651,1.35707,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
2.06127,1.52224,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
2.05591,1.49787,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
0.00821752,0.556625,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
0.981117,0.255185,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
1.55091,2.28147,1,1.29456,-163.936,0.993246,-255.928,3.24055,-158.271,0.962072,-255.353,3.24325
1.32554,0.760275,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.59726,2.16375,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.72547,1.15784,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.19734,1.76618,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.942031,2.01462,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.61486,0.532401,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.511065,0.589807,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.938833,1.94957,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.937597,0.781184,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.29724,1.39138,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.52799,1.41256,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.88753,2.02278,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.24174,1.06105,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.885273,1.11937,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.78563,2.13621,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.879408,0.417896,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.287207,0.279991,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
0.816563,1.40213,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.74026,1.14494,1,1.77535,91.5647,-0.480483,-2149.4,2.19108,104.248,-0.496862,-2136.62,2.17608
1.91823,1.5431,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.141328,0.178189,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.26826,0.626645,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.824974,0.458254,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
2.04517,2.34797,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.951911,1.26308,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
1.24634,0.247665,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.836735,0.200834,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
1.93001,0.884081,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
1.34972,2.37056,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.256462,1.28568,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
1.51217,1.79146,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
1.33388,0.994122,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.089112,0.398684,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
0.378969,0.800556,1,1.5192,-310.61,0.427591,3892.93,-5.75903,-200.766,0.301469,3893.86,-5.74657
1.90049,0.609854,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.679166,0.622618,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.224379,0.519314,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.1127,0.788661,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.953617,1.11259,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.383406,0.195447,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.43725,1.80857,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.606368,0.0982556,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.43118,1.42103,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.612426,0.485845,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.54206,1.85509,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.91961,1.61574,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.698268,0.38315,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.710338,1.0891,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.93168,2.32159,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.73217,1.37591,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.510849,0.14337,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.72048,1.50348,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
0.523047,0.849293,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.74427,2.08176,1,0.262347,-4197.25,4.99206,100.608,-0.577678,-4176.15,4.96172,341.465,-0.874387
1.36194,0.0447623,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
1.75521,2.21159,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
1.15925,0.682426,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
0.0235716,0.754593,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
1.16615,1.89439,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
0.522027,0.59413,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
2.10364,2.19301,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
2.34203,2.24011,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
1.78857,1.36026,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
1.72186,1.14886,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
0.14027,0.449957,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
1.66113,1.75718,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
2.29035,0.966367,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
0.181819,1.51838,1,1.98517,287.254,-0.691803,-95.3006,-1.21423,287.827,-0.689551,-96.6342,-1.20778
0.305595,0.360062,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.73619,1.69878,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.78029,0.773261,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.717764,0.326085,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.294334,0.396633,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.74743,1.66222,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
2.34737,2.41892,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.897304,1.8067,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.344748,1.42543,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.22771,0.391951,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.165205,0.707365,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.15866,2.17132,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.271609,0.64147,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.70188,0.88835,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.42175,2.06494,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.00853631,0.535097,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
1.43878,0.994733,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.591277,0.959262,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.295095,0.708612,1,2.23933,1605.73,-4.38072,1099.35,-5.27472,1637.16,-4.49816,1194.25,-5.6092
0.146061,2.41414,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.474945,1.86981,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.896549,0.181324,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.0495,1.45429,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.428452,0.91,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.224745,0.45977,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.640433,0.804283,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
2.14443,1.58902,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.47145,0.86452,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.69889,0.707973,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.91159,1.36371,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.886671,1.03236,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.470989,1.37696,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.75088,0.922083,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.849161,1.68191,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.17191,1.41585,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.84482,0.691415,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.0468063,0.792633,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
0.00514518,0.578449,1,1.49426,249.029,0.0902805,1137.07,-0.700621,246.082,0.0943912,1154.48,-0.718698
1.88916,1.35016,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.185756,0.764553,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.43694,0.866436,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.35612,1.91201,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.266514,0.280895,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.623696,0.900777,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.43749,1.18758,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.666784,1.0201,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.39441,1.06825,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.64896,1.65381,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.68745,0.657617,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.957336,0.347266,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.724186,1.3315,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.96672,1.36399,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
0.285321,0.314719,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.3962,1.99354,1,1.52682,-16.6204,0.218164,-3287.04,3.77106,-64.8013,0.269774,-3297.55,3.77854
1.66673,1.16228,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.882449,1.37935,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.656257,0.170899,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.50597,1.01808,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.04312,1.52354,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.19341,0.6763,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
2.35571,1.86537,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.95412,2.27621,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.60159,1.41931,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.68945,0.507756,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.222635,0.403806,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.13479,1.31536,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.93971,1.7605,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.02758,0.848941,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.79662,0.97419,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
1.70871,1.88575,1,1.95654,-2027.11,-2.76738,-4504.39,-6.8253,-2042.63,-2.79025,-4487.13,-6.7966
0.293363,0.830207,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
2.19786,1.64852,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.5574,2.05828,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.15854,0.844747,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.7265,1.42447,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.95699,2.25051,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
0.115245,0.413019,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
0.529544,0.935219,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.31217,0.902266,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.0975,1.51494,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
0.744245,0.322545,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.25903,1.07218,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
0.54557,0.732181,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.6795,1.86529,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
1.92969,1.74344,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
0.125081,0.060922,1,1.53067,20.8164,0.126086,909.714,3.39952,23.1597,0.141125,908.219,3.39505
0.455863,0.753636,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
1.61276,0.634174,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
1.6812,0.67947,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
0.520887,0.176773,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
1.78755,1.58377,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
1.92835,1.90316,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
2.04205,2.06341,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
1.63515,1.27067,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
2.32699,1.97999,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
0.250386,0.476439,1,1.29749,-87.9692,0.310539,-530.545,-0.519685,-85.3943,0.312682,-536.84,-0.524573
0.374162,0.798509,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
1.73593,1.30498,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
0.837833,0.0577307,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
1.58295,0.289448,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
0.445001,0.868983,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
1.34489,1.48492,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
0.30667,0.442854,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
0.507909,0.0329946,1,1.54383,-255.653,0.0390125,-462.154,-1.20887,-254.447,0.0423826,-463.431,-1.21075
